NUMERO_FACTURA;FECHA_COMPRA;VALOR;DESCUENTO;IVA;VALOR_TOTAL;SUCURSAL_NOMBRE;SUCURSAL_CIUDAD;SUCURSUAL_DIRECCION;CORREO_CLIENTE
770998;2018-06-13;610913;51;5;6742252;Mesta;Donglinxi;55 Loomis Terrace;rdavorenf3@taobao.com
84996;2018-07-10;598149;35;1;6640066;International;Saint-Égrève;19 Oxford Junction;kmartenf4@oracle.com
175242;2018-11-20;579299;29;2;5550379;Tomscot;Jocotán;91292 Derek Way;vdetheridgef5@geocities.com
34083;2018-03-20;149013;41;3;1144275;Victoria;Oulad Frej;688 Walton Court;jattackf6@gov.uk
330296;2018-05-23;59737;46;3;3553955;Summit;Yuncao;5 Charing Cross Crossing;jwarrf7@tinypic.com
155405;2018-08-22;780498;52;5;9266244;Mitchell;Raša;03567 Miller Parkway;aatwelf8@themeforest.net
815685;2018-03-01;615624;48;1;138346;Lotheville;Louis Trichardt;1 Tennessee Lane;lbennef9@jugem.jp
965444;2017-12-23;368732;54;2;8153554;Arapahoe;Kishkenekol’;57027 Burning Wood Crossing;brawlencefa@scribd.com
209209;2018-11-04;607847;43;1;522785;Eagan;Villa Nueva;6 Nelson Parkway;risherwoodfb@vk.com
382122;2017-12-13;88633;16;1;2490643;Eagan;Skarżysko-Kamienna;4 Bowman Park;pscandrootfc@house.gov
236925;2018-05-02;978850;15;5;7663034;Fisk;Laylay;007 Toban Circle;selverstonefd@macromedia.com
940149;2018-11-30;680557;40;4;712557;International;Ljungsbro;9283 Green Ridge Lane;gjohanssenfe@theglobeandmail.com
947333;2018-07-15;926980;14;5;5133653;Eastlawn;Tayug;0 Artisan Drive;egoninff@imdb.com
2949;2018-11-29;521164;25;3;1997830;Melvin;Wuquan;12 Monument Circle;bsallansfg@japanpost.jp
245692;2018-09-02;399725;32;2;4726425;Meadow Valley;Beishan;6 Dixon Parkway;ffarfullfh@yelp.com
597795;2018-11-25;247903;41;2;6039831;Lukken;Shishi;054 International Junction;gimessonfi@hp.com
637511;2018-04-20;549622;55;1;3903137;Graedel;Tianqian;23438 Hoepker Hill;adrennanfj@loc.gov
236571;2017-12-10;507319;56;2;9492414;Warbler;Stettler;48689 Bultman Street;rwarinfk@soup.io
366939;2018-10-29;374126;48;4;1503506;Bartillon;Juan de Acosta;067 Upham Junction;sgodsilfl@ox.ac.uk
759033;2018-08-04;348829;12;1;3734635;Oak;Chaoyang;640 Linden Center;nsanzfm@psu.edu
494488;2018-11-02;47284;57;4;821291;Eliot;Gouxaria;7182 Anzinger Court;bgiovannellifn@google.es
855151;2018-01-13;499939;52;1;5341496;Eagan;Labao;3 Straubel Hill;jabyssfo@shutterfly.com
902505;2018-06-22;426213;59;3;7935193;Melby;Ngondokandawu;16562 Melody Place;ldevinnfp@usgs.gov
690838;2018-07-06;456122;31;5;3451864;Vermont;Pont-à-Mousson;4516 Vidon Terrace;bwellingsfq@flickr.com
174346;2018-09-08;734859;38;4;2057434;Sachs;Jajar;67036 Leroy Circle;ebullfr@pinterest.com
419837;2017-12-09;63053;37;3;3335282;Farragut;Girón;864 Blackbird Road;lpietraszekfs@purevolume.com
647121;2018-02-10;650281;59;1;8759096;Gina;Jindřichův Hradec;760 Claremont Parkway;bdubberft@icio.us
319704;2018-11-17;768528;56;3;3204117;Old Shore;Mingelchaur;9 Crescent Oaks Parkway;cpoggfu@tuttocitta.it
361177;2018-02-03;779359;44;4;2480098;Menomonie;Padangguci;5647 7th Lane;amccrumfv@gmpg.org
398237;2018-09-13;636544;34;5;9208046;Redwing;Vilarinho da Castanheira;15 American Circle;ecottelfw@opensource.org
572854;2018-11-01;184372;21;1;6319308;Kenwood;Slobodskoy;3472 Farragut Road;tsaphfx@stanford.edu
199802;2018-10-16;329525;20;3;5259202;American;Seixezelo;99 Golf Center;smchanfy@soup.io
432040;2017-12-24;241716;13;3;8105882;Elka;Matanzas;678 Oxford Plaza;aseneschalfz@ed.gov
663962;2018-09-04;304131;9;3;3800528;Bartillon;Bronnitsy;316 Hoepker Trail;ijanacekg0@bigcartel.com
398879;2018-05-29;963842;58;4;1788177;Saint Paul;Jargalant;2051 Sommers Terrace;wpeytong1@blinklist.com
503335;2018-07-10;122908;41;4;8299606;Hansons;Quezalguaque;74747 Merry Drive;cmapledoramg2@paginegialle.it
487725;2018-07-14;660134;56;2;1241683;Saint Paul;Lamalewo;90 Jana Way;sflintoffeg3@ovh.net
669595;2018-08-27;378762;31;3;9952603;Merry;Krajan;85 Golf Lane;pslaytong4@xing.com
111835;2018-11-07;745619;25;3;5180853;Namekagon;Longquan;15020 Atwood Circle;hderringtong5@amazon.co.uk
858712;2018-09-21;505017;40;2;3792536;Acker;Yandev;168 Russell Place;hmaryang6@youku.com
908421;2018-09-16;917912;21;4;7716678;Kim;Shengmi;21 Straubel Parkway;jarnaldig7@meetup.com
644125;2018-08-27;317416;9;2;3205683;Burrows;Bolong;3 Haas Avenue;fblankenshipg8@arstechnica.com
918201;2018-08-26;106828;58;2;458707;Miller;Khuma;51 Armistice Street;pklejnag9@cpanel.net
628387;2018-10-09;718874;40;3;9489471;Heath;Cáchira;9 Oneill Road;lsapautonga@ehow.com
852833;2017-12-05;666783;15;2;9541648;Granby;Brejoeira;58 Melvin Place;akubekgb@gravatar.com
115611;2018-05-20;56658;22;2;4200044;Cottonwood;Āq Qāyeh;65 Badeau Plaza;xjuzagc@imdb.com
380323;2018-02-14;953012;50;5;8605400;Independence;Tamanan;28 Miller Court;nstreathergd@cnbc.com
823997;2017-12-29;721222;60;3;1507751;Thierer;Marki;9065 Kipling Drive;rhebblethwaitege@usgs.gov
527145;2018-07-09;763158;59;5;9913550;Gale;Erada;70654 Oriole Alley;eocollopygf@arstechnica.com
464620;2018-02-04;729901;41;3;5190642;Randy;Tchamba;4 Delladonna Junction;mwithropgg@google.com.br
937390;2018-03-29;741160;39;4;456584;Canary;Dno;7 Schurz Way;lvideangh@accuweather.com
256823;2018-10-16;809662;6;5;9706407;Graceland;Al Ḩīlah;62897 Carey Park;kcountergi@sphinn.com
115514;2017-12-05;477173;19;5;5201987;Roxbury;Tierp;1656 Dixon Terrace;knasongj@dot.gov
262782;2018-04-07;547810;11;5;2475250;Darwin;Sobreda;1345 Melrose Way;ccallamgk@flavors.me
448239;2018-09-21;512569;47;4;9918261;Menomonie;Sai;4 Merry Plaza;eromegl@scribd.com
732189;2018-04-01;605971;39;4;7756775;Gateway;Filimonovo;00 Ridge Oak Terrace;mdownergm@tripadvisor.com
550637;2018-05-29;986630;24;3;4774181;Cardinal;Jinhua;4 Melody Alley;bblowickgn@netlog.com
84968;2018-01-29;799124;28;5;6614641;Moulton;Aubenas;9951 Pawling Crossing;gscadgo@usda.gov
227040;2018-08-30;552304;49;5;2366883;Fairview;Thanh Nê;20 Scofield Plaza;qpesselgp@webmd.com
512472;2018-10-30;629393;53;5;2654787;Crownhardt;Novotitarovskaya;51 Grayhawk Avenue;tfarnesgq@google.ru
527261;2018-07-28;876819;53;1;4954210;Eastlawn;Uppsala;171 Porter Pass;lmacknightgr@usgs.gov
348403;2017-12-03;694485;53;5;8053110;Acker;Balite;8 Cordelia Pass;placottegs@biblegateway.com
85259;2018-01-06;277852;45;1;7754895;Kipling;Vysehrad;0583 Manitowish Park;adudleygt@slideshare.net
546656;2018-06-11;872240;49;4;6149760;Duke;Enköping;0046 Spenser Drive;npetworthgu@walmart.com
694132;2018-02-24;793324;57;4;91715;Scoville;Santa Lucía;802 Transport Point;bscohiergv@blogs.com
503117;2018-04-17;907372;56;2;3514829;Delaware;Hanjia;49 Rutledge Point;zlloydwilliamsgw@china.com.cn
555787;2018-10-23;179236;9;2;2027169;Main;Štitar;243 Meadow Vale Point;hmityashevgx@tiny.cc
553269;2018-11-10;921659;6;3;3142275;Starling;Zhovkva;35111 Shasta Point;alammiegy@google.de
708676;2018-12-01;808624;0;2;9404019;Green Ridge;Babakantugu;0192 Melby Court;htapscottgz@wiley.com
74756;2018-11-17;24298;6;5;9387284;Bayside;Lukovo;7333 Eagle Crest Lane;krodsonh0@exblog.jp
961811;2018-07-05;357658;44;1;2182062;Pond;Kalianda;2 Mosinee Road;isparkeh1@sohu.com
700084;2018-06-14;121109;31;1;3459503;Northport;Butigui;1086 Thompson Lane;phofh2@google.ca
357262;2018-11-01;584374;19;2;8405426;Harper;Mengdong;19 Fieldstone Point;ckulickeh3@barnesandnoble.com
492998;2018-06-04;996790;40;5;3440580;Thompson;Maţarah;55 Grim Trail;eizatsonh4@google.co.jp
192063;2017-12-11;889997;46;2;777634;Golden Leaf;Berezne;26 Mallard Plaza;jthistletonh5@mapquest.com
439728;2018-01-31;442413;7;1;3767128;Green;Jrashen;8196 Manley Plaza;hgilfoyleh6@rediff.com
312308;2018-04-27;703565;6;2;1463287;Center;Igoumenítsa;4 Northview Court;lwestreyh7@smh.com.au
287547;2018-10-19;703974;12;5;4045668;Truax;Malakal;3952 Lerdahl Street;kstonebridgeh8@reuters.com
660287;2017-12-22;32810;5;2;6824575;Esker;Chaltyr;3768 Colorado Way;cyakubovicsh9@devhub.com
574603;2018-10-27;692526;60;3;5861109;Arkansas;Chechenglu;447 Eagle Crest Plaza;rrelphha@wired.com
968337;2018-04-11;554244;19;3;3749175;Quincy;Shāhpur Chākar;5572 Badeau Circle;dfatkinhb@elpais.com
557780;2018-07-20;787844;2;5;5522289;Merchant;Ngudu;0874 Bartillon Street;emacounhc@japanpost.jp
444616;2018-03-06;458214;24;3;8797881;Charing Cross;Shanmei;6 Golden Leaf Alley;ablinkhornhd@bluehost.com
411163;2018-11-23;796114;33;2;6907891;Little Fleur;Ban Phai;1 Reindahl Park;dgravesonhe@canalblog.com
245598;2018-10-25;470506;46;1;4071943;Esker;Trindade;18 Elmside Alley;zchallinorhf@bloglines.com
137651;2018-08-10;420000;59;4;3417463;Merchant;Umbuldamar;1 Lotheville Center;bloreyhg@irs.gov
715317;2018-07-02;599304;24;3;7589955;Miller;Cinyawar;133 Pawling Terrace;eextonhh@nih.gov
934866;2018-09-27;481383;54;5;1333649;Stang;Xiaolukou;92 Corben Crossing;fdooneyhi@go.com
797858;2018-08-05;173080;16;4;1415182;Summit;Ivoti;80591 Straubel Hill;igiraulthj@ask.com
768698;2018-04-08;937285;3;3;2196098;Mayfield;Bytkiv;67 Towne Alley;smoranhk@delicious.com
244496;2018-05-27;724283;41;1;8774578;Anderson;Brive-la-Gaillarde;681 Talisman Parkway;rzuanazzihl@biblegateway.com
575716;2018-04-28;219434;12;3;6096114;Bluestem;Dabancheng;5 Derek Road;sroomhm@salon.com
100801;2018-02-06;810985;25;4;694581;Logan;Bålsta;09 Brentwood Drive;garchdeaconhn@123-reg.co.uk
125089;2018-03-23;212652;56;2;3601262;Bellgrove;Shaliangzi;8 Grim Plaza;mconnikieho@sourceforge.net
245752;2017-12-11;584256;1;1;9208521;Parkside;San Rafael Oriente;63932 Dayton Court;brajcherthp@51.la
670898;2017-12-21;653391;4;3;5595505;Banding;Fundación;23 Canary Plaza;kcarverhillhq@elegantthemes.com
674298;2018-07-24;601120;24;3;5739124;Spohn;Sobral;3 Farragut Lane;vjacobowitshr@webs.com
440035;2018-02-24;272996;48;4;5946674;Mallory;Owczarnia;080 Eastwood Court;csilverthornhs@china.com.cn
610163;2018-10-09;724021;17;1;1537137;Glendale;Stockholm;704 Springview Drive;vmcilwreathht@dion.ne.jp
410975;2018-11-15;596297;21;3;3099096;Cody;Rokycany;07735 Manley Point;crookeshu@e-recht24.de
32245;2018-07-30;623130;32;5;512719;3rd;Tuofeng;7 Grim Center;akeblehv@vkontakte.ru
472803;2018-06-25;787626;36;2;7334074;Kennedy;Kobyzhcha;2518 Maywood Hill;kknokhw@surveymonkey.com
783032;2018-04-24;21639;54;1;6575489;Ryan;Simpangpasir;6547 Rieder Drive;awathallhx@berkeley.edu
354383;2018-06-30;93610;41;2;9406286;West;Chornoliztsi;7 Crescent Oaks Way;rfreebernehy@homestead.com
557515;2018-12-01;643242;13;3;6270808;Rockefeller;Chahe;93303 Texas Circle;tmacinneshz@friendfeed.com
611548;2018-07-20;6844;2;5;4485586;Duke;Evansville;51 Monica Way;damberi0@seesaa.net
482386;2018-06-10;829550;4;2;503613;Annamark;Quebradas;22 Eliot Circle;fdortoni1@nydailynews.com
621216;2018-03-10;257732;2;3;7174076;Artisan;Sokolo;34030 Katie Trail;darbucklei2@typepad.com
18898;2018-03-04;517976;5;1;2395797;Twin Pines;Xiaoruo;33937 Melody Lane;ajuberti3@bing.com
635116;2018-11-22;380276;41;1;3524229;Nova;Monino;2281 Summit Circle;mmatyatini4@techcrunch.com
234101;2018-02-05;986430;48;5;4042477;Anderson;Monticello;7 Summerview Pass;dapplini5@unicef.org
937723;2018-01-26;786427;27;5;3636792;Eliot;Nariño;8 Westend Road;cpulveri6@odnoklassniki.ru
392262;2018-08-09;913569;0;5;9593304;Sloan;San Miguel;215 Stephen Drive;smacgilmartini7@columbia.edu
564899;2018-02-09;710284;33;1;1542338;Reindahl;Levoberezhnaya;7842 Annamark Way;cfolbiggi8@sina.com.cn
760925;2018-07-04;105299;49;4;5000757;Mendota;Santana;2233 Packers Hill;gproveri9@jugem.jp
3670;2018-04-05;799599;43;1;4961663;Gerald;Futuroscope;6489 Dorton Center;sattwellia@discuz.net
582879;2018-10-26;845866;41;5;5701744;Southridge;Yiqi;56 Arrowood Lane;tmarcoolynib@oracle.com
543803;2018-10-14;429634;58;2;2102496;Bluejay;Liuzhuang;75 Drewry Crossing;etrewekeic@booking.com
326233;2018-10-03;728680;19;4;2887744;Grim;San Antonio;217 Schlimgen Road;wmcclayid@symantec.com
8047;2018-03-21;291954;44;4;5149125;Cambridge;Jiubao;67 Armistice Parkway;wohenecanie@zdnet.com
372136;2017-12-09;555379;19;1;4215566;Nelson;Santa Cruz do Sul;20565 Saint Paul Drive;amattocksif@blogs.com
522969;2018-02-16;200171;9;3;5352689;Oriole;Rongkou;443 Rockefeller Alley;lchaffenig@msu.edu
717433;2018-07-27;367686;43;3;5703106;Sachs;Tsovazard;083 North Drive;csheahanih@infoseek.co.jp
32878;2018-11-20;537596;31;1;4274548;Petterle;Babagan;0414 Brickson Park Center;hbrinkmanii@globo.com
240734;2018-07-16;310812;20;3;98504;Norway Maple;Novaya Igirma;2 Dayton Lane;uklimushevij@alibaba.com
731203;2018-07-24;788471;4;5;4606202;Almo;Rato;6 Luster Pass;aattocik@google.com.hk
240232;2018-03-18;598732;45;3;6932278;Rutledge;Rubio;29961 Bowman Pass;lleffekil@bizjournals.com
667693;2017-12-29;410819;59;5;3137800;Pankratz;Johor Bahru;1 Clemons Pass;chuttenim@studiopress.com
860662;2018-01-06;759129;7;1;8043400;Karstens;Teutônia;87362 Alpine Hill;mempletonin@va.gov
659135;2018-10-15;842664;28;4;5168768;Dayton;Sanhe;1767 Sage Trail;xklineio@yahoo.com
972258;2018-09-15;271352;43;5;5029488;Village Green;Carleton-sur-Mer;83708 Leroy Place;lwhitcherip@mit.edu
421667;2018-08-08;830701;36;4;9298275;Lunder;Miłakowo;93 Boyd Junction;pchantleriq@tumblr.com
483626;2018-10-31;666429;53;4;2746731;Duke;Linglong;645 Russell Trail;lyureninir@ihg.com
191604;2018-02-25;216594;18;3;4309558;Judy;Lab;11675 Sloan Trail;klenormandis@bbb.org
919934;2018-05-05;850093;51;4;241534;Lunder;Qianpai;992 Daystar Plaza;lglassupit@trellian.com
723582;2018-11-30;727868;36;2;4391395;Sunbrook;Eustaquio Lopez;15 Meadow Ridge Crossing;sogleiu@yandex.ru
884782;2018-09-18;628945;31;4;4343687;Marcy;Semīrom;9454 Grim Crossing;mtrengroveiv@trellian.com
40903;2018-06-14;405838;7;2;3899080;Erie;Foz Sousa;2960 Talmadge Junction;kbargiw@nhs.uk
448955;2018-10-12;72729;2;2;3004680;Homewood;Klayusiwalan;75998 Northview Drive;gguilleix@hao123.com
676026;2018-02-05;652642;49;4;7907481;Mayer;Karangbalong;6 Dapin Avenue;gjendrichiy@dot.gov
201166;2018-10-30;365720;50;3;6453739;Carberry;Hengshan;8765 Holy Cross Alley;wtamesiz@omniture.com
786128;2018-07-27;882451;35;3;4459112;Barnett;Galitsy;436 Reindahl Avenue;arobicj0@va.gov
617581;2018-05-28;271652;5;3;1033146;Dakota;Zuocun;3325 Logan Hill;swestripj1@opensource.org
869804;2018-01-26;966885;45;5;2126442;Red Cloud;Shunde;58184 Manley Drive;bschiellj2@ibm.com
621994;2018-06-16;569731;11;3;889899;Barnett;Daja;5621 Annamark Place;cjacklingj3@go.com
101915;2018-05-09;763549;34;4;9496479;Colorado;Oromocto;06779 Ridge Oak Park;dscafej4@diigo.com
770501;2017-12-06;883432;24;1;1672153;Susan;Socabaya;13988 Prairie Rose Way;wsumpnerj5@etsy.com
776029;2018-06-08;377458;51;2;8838265;Hanover;Mbinga;6377 Tennessee Place;kdillistonj6@sakura.ne.jp
43957;2018-04-20;817139;39;1;5532629;Crowley;Brejieira;9189 Elmside Terrace;adulinj7@loc.gov
100764;2018-11-12;116385;35;1;2759603;Graceland;Vydreno;90 Lighthouse Bay Court;phusherj8@cyberchimps.com
564630;2018-08-25;247301;23;3;6074993;Mosinee;Dunhao;35094 Elmside Crossing;awallagej9@pagesperso-orange.fr
835204;2018-04-11;298893;9;2;8647556;Warbler;Luntai;97 Clove Place;ekefordja@wunderground.com
146484;2018-07-04;98335;27;1;8737070;Logan;Ordino;2022 Lindbergh Lane;mbimrosejb@berkeley.edu
903761;2018-05-31;517107;29;2;2599008;East;Anticala;7889 Lyons Point;ewelbelovejc@phpbb.com
736659;2018-10-03;171043;27;5;538313;Jay;Argenteuil;661 1st Center;aquintonjd@smugmug.com
172615;2018-01-20;310940;11;1;4696051;Myrtle;Cimanggu;01316 Ohio Avenue;ldoberje@twitter.com
900398;2018-04-19;797533;51;5;6644462;Magdeline;Roanne;35870 Chinook Road;lrammjf@java.com
21793;2018-10-10;925507;45;3;3993210;Burrows;Jiaoqiao;3 Havey Road;lmorajg@sogou.com
239869;2018-09-04;380850;32;1;4293388;Swallow;Saint-Maurice-l'Exil;88183 Colorado Center;zrylattjh@adobe.com
79026;2018-01-31;691961;37;5;4386323;Forest;Pantanal;58922 Longview Trail;mberryannji@yelp.com
433883;2018-11-13;978652;36;5;2048493;Manitowish;Baiyangwan;18 Meadow Valley Park;cswansburyjj@cbsnews.com
879819;2018-05-30;837482;43;4;1387441;Blackbird;Suqiaoxiang;67497 Village Trail;groisenjk@jalbum.net
544874;2018-08-12;43357;36;3;8342976;Birchwood;Henglishan;99 Carioca Point;vmicheletjl@tripod.com
990890;2018-07-05;624207;55;3;6866873;Park Meadow;Nagrak;287 Mendota Road;tdiceyjm@histats.com
437144;2018-02-26;805480;60;5;7522256;Westridge;Pasireurih;6835 Petterle Drive;gpeakejn@vk.com
227348;2018-05-12;133138;54;3;1608175;Longview;Pilar;50335 Laurel Circle;jpayjo@newyorker.com
173831;2018-08-03;615759;58;1;8523511;Badeau;Sinacaban;56 Duke Crossing;hmansuerjp@ted.com
529171;2018-05-25;56016;19;5;2363795;Hazelcrest;Kadudampit;81334 Vahlen Point;zdupoyjq@posterous.com
476598;2018-05-18;575743;0;3;8580205;Northland;Tha Muang;27 Granby Drive;bbruninijr@utexas.edu
601735;2018-05-08;277238;10;1;6557137;Rigney;Vil’nyans’k;2315 Rockefeller Park;jlackingtonjs@tuttocitta.it
83518;2018-02-02;369044;18;1;8414436;Dryden;Tanggu;342 Di Loreto Avenue;ashielljt@booking.com
567641;2017-12-08;542226;46;1;4437680;Express;Monte;4 Grim Place;tjobbingju@examiner.com
809811;2018-05-29;259529;53;1;4978207;Londonderry;Vayk’;11 Cody Pass;ljenkjv@howstuffworks.com
554762;2018-07-20;685191;50;1;5697382;Mifflin;Dal’neye Konstantinovo;83 Maryland Parkway;nrowlingsjw@imdb.com
256733;2018-09-22;167194;11;1;2447987;Bashford;Langkou;44971 Anhalt Junction;jgionettittijx@virginia.edu
963950;2018-07-23;488407;59;5;5389601;Northport;Karangsuko;8571 Carioca Crossing;eheberdenjy@newyorker.com
285941;2018-08-01;351427;0;4;9606771;Mendota;Dutsin Ma;24 Spenser Way;gweighelljz@slate.com
93188;2018-06-23;814115;49;4;2309988;Northview;Liutao;709 Marcy Point;vasplenk0@biblegateway.com
396598;2018-11-20;511862;58;1;4511852;Harper;Taoyuan;71 Helena Alley;bbeekmannk1@imdb.com
839597;2018-02-12;777637;20;2;922213;Claremont;New Haven;01026 Hovde Drive;kdowsek2@example.com
882108;2018-09-09;652602;14;2;486474;Miller;Carvalhal;0 Sunbrook Point;ddudsonk3@flavors.me
212651;2018-03-28;472606;59;5;4426225;Eastlawn;Baisha;5 Summit Junction;cklarzynskik4@unblog.fr
811883;2018-02-04;232054;18;3;113526;Harper;Novozavidovskiy;4105 Jay Avenue;gposseltk5@stanford.edu
803314;2018-10-13;847623;57;5;1932179;Oakridge;Albuquerque;32 Parkside Court;llawransonk6@cmu.edu
554472;2018-08-13;305373;60;1;8383246;Kinsman;Ribeiro;7964 Ruskin Plaza;nhannonk7@artisteer.com
727596;2018-03-21;762313;14;2;9094151;Carey;Juazeiro do Norte;79 Hazelcrest Terrace;kbeckenhamk8@theguardian.com
51762;2018-11-10;93273;34;4;9549112;Grover;Kropachëvo;00096 Sauthoff Junction;lhedneyk9@furl.net
273623;2018-08-06;493939;49;4;4140211;Oak;Zhanghua;40 Beilfuss Plaza;cimlawka@wikipedia.org
701382;2018-01-14;983194;44;4;4722865;Carey;Viradouro;89 Gerald Avenue;bkubalakb@canalblog.com
420819;2018-09-14;534914;35;2;5987937;Onsgard;Ejidal;57212 Fair Oaks Circle;rlivseykc@eepurl.com
30822;2018-04-04;998466;51;3;8208020;Waubesa;Tangjiakou;0856 Sauthoff Park;lswyerkd@scribd.com
920249;2018-04-24;931063;23;4;2301112;Old Gate;Uzda;007 Gateway Plaza;kcrossmanke@baidu.com
950539;2018-07-18;334668;30;1;7530588;Kenwood;Mamer;28 Killdeer Drive;bbarnishkf@devhub.com
119749;2018-06-21;402315;47;1;4000628;Forest Run;Gujiang;656 Fremont Terrace;cboothmankg@photobucket.com
670317;2018-11-26;660214;17;1;2001265;West;Dakhla;41049 Cherokee Place;arulfkh@cocolog-nifty.com
534025;2018-07-22;198075;14;3;2790558;Raven;Kandahār;75 Holy Cross Parkway;fswithenbyki@vistaprint.com
866411;2018-02-18;625142;56;5;3070138;Mallory;Jixi;3 Ridge Oak Street;tvendittikj@1688.com
769553;2018-05-20;624147;22;2;6199226;Valley Edge;Řehlovice;586 Oak Street;oamsdenkk@wikimedia.org
926160;2018-07-02;930844;44;1;4450084;Graceland;Drachten;029 Hoffman Court;lbaymankl@squidoo.com
538945;2018-03-19;902889;17;1;689567;Mandrake;Trzciana;77 Cardinal Street;scubuzzikm@unicef.org
281237;2018-09-08;808095;47;5;8383267;Amoth;Qarshi;7 Hintze Street;msturrockkn@weebly.com
100745;2018-05-06;418013;1;1;6335378;Stuart;Wanquan;26 Mallory Hill;bplattsko@yahoo.com
280469;2018-07-29;877482;3;5;8244790;Prentice;Regimin;1757 Eastwood Court;bbrixeykp@spiegel.de
467737;2018-07-04;968148;11;1;6406518;Helena;Corralito;87765 Chive Junction;bickeringillkq@hp.com
961943;2018-04-05;493595;2;4;6866448;Anderson;Portela;62496 Burning Wood Trail;baspeykr@blogger.com
484592;2018-06-05;957861;44;1;4012472;Elgar;Uruobo-Okija;431 Cardinal Alley;kkrinkks@skype.com
364455;2018-10-27;982713;41;5;6240845;Clarendon;Ban Ko Lan;7326 West Circle;hbrunrothkt@a8.net
697849;2017-12-09;930029;35;1;5112435;Springs;Penghua;775 School Avenue;jphilliphsku@europa.eu
288547;2018-10-17;275011;60;5;1675663;Shoshone;General Roca;0967 Arapahoe Plaza;ahachardkv@adobe.com
254197;2018-03-15;785409;26;2;1026035;Sunnyside;Xiongzhou;59 Milwaukee Crossing;ldreinikw@diigo.com
667559;2018-11-07;975309;39;1;4315527;Forest Dale;Nuasepu;875 Express Crossing;nyoullkx@weebly.com
155371;2018-06-24;488051;12;5;6708492;Dorton;Ajuy;62 Farragut Junction;ppittfordky@typepad.com
953754;2018-09-10;820326;9;3;3263815;Oakridge;Ostružnica;34 Pepper Wood Junction;ncoomerkz@sun.com
279952;2018-11-16;247232;52;2;3520934;Merrick;Am Djarass;3402 Eliot Trail;mstonebanksl0@dot.gov
343841;2018-08-13;129490;54;1;6480396;Pennsylvania;Amboise;9333 Dakota Circle;hgamagel1@epa.gov
408450;2018-06-26;501584;49;2;6254920;Autumn Leaf;Dallas;46 Surrey Road;hnewgroshl2@wufoo.com
743719;2018-05-20;621234;25;2;9445301;Southridge;Novalja;650 Darwin Pass;uferneleyl3@godaddy.com
819067;2018-11-29;255575;39;2;1918315;Milwaukee;Tarrafal de São Nicolau;29 Colorado Court;eivainl4@google.it
633408;2018-04-11;922758;3;2;1885038;Oak Valley;Huaxijie;25535 Sugar Circle;rmassimil5@microsoft.com
751993;2018-11-30;55701;54;3;9401339;Fuller;Bergen;02 Badeau Parkway;abrandell6@wp.com
375739;2018-05-25;946363;52;2;2770360;Haas;Cumadcad;587 Kennedy Pass;dbensleyl7@google.pl
532752;2018-02-28;284998;28;3;82641;Longview;Nagbukel;6039 Manley Alley;hgammidgel8@mayoclinic.com
31052;2018-03-14;292283;38;3;4475460;Fremont;Plavsk;1443 Chive Center;staaffel9@altervista.org
755772;2018-11-16;250912;54;3;4107629;Ridge Oak;Balesari;6 Truax Way;gbehrla@sitemeter.com
554177;2018-06-09;351615;22;3;3672155;Eggendart;Succha;1 Susan Junction;cmquharglb@fema.gov
893948;2018-04-14;948659;27;2;702592;Dorton;Heishan;547 Victoria Road;htrencherlc@t-online.de
180612;2017-12-20;935280;17;3;1577904;Prairieview;Yanbei;0 Nelson Trail;lgliddonld@yahoo.co.jp
493306;2018-02-08;604373;27;4;8096570;Kennedy;Tomado;3 Carberry Plaza;msommerscalesle@purevolume.com
424035;2018-03-09;191606;37;4;675358;Golf Course;Elias Fausto;16 5th Center;aparfittlf@ihg.com
486838;2018-02-01;634890;3;3;4584084;Little Fleur;Nhà Bè;83 Corry Alley;dgallandrelg@elpais.com
127549;2017-12-23;403657;24;3;5326685;Kingsford;Banjaranyar;6 Fulton Street;drutiglianolh@theguardian.com
933822;2018-11-26;173753;56;4;8143208;Clyde Gallagher;Kugesi;04 Sachs Road;challiwellli@163.com
124395;2018-11-26;560988;33;3;1673908;Declaration;Guniushan;71422 Ridgeview Way;psenchenkolj@sogou.com
784710;2018-03-07;663877;46;3;3217871;Hayes;Oakland;798 Vermont Lane;cbrimilcomelk@prlog.org
879644;2018-01-29;117992;50;1;8430953;Anthes;Meia Via;005 Thackeray Center;jfrobisherll@etsy.com
641901;2018-08-27;686268;30;3;985843;Eastwood;Nong Phok;6836 Old Gate Drive;chartburnlm@youku.com
408125;2018-08-12;595078;19;3;5234023;Arizona;Elefsína;9771 Muir Court;imclardieln@tmall.com
977610;2018-10-22;762692;32;4;5368392;Old Shore;Darpas;46846 Memorial Street;smatskivlo@wikispaces.com
526076;2018-03-12;959815;48;2;1920721;Sage;Mboto;5590 Bellgrove Way;salveylp@dailymail.co.uk
573223;2018-03-25;644583;47;1;5392068;8th;Morelos;55628 Washington Lane;fmatveikolq@netlog.com
470203;2018-06-25;55675;38;1;4621317;Fuller;Linköping;38 Hollow Ridge Circle;iparminterlr@princeton.edu
96459;2018-05-24;728682;52;3;276028;Darwin;Bayanan;9060 Monica Hill;nloffells@w3.org
205258;2018-03-10;77388;41;2;7249461;Hovde;Pajagan;11 Corscot Junction;mclaricoateslt@hostgator.com
